codigo,cidade_fb,estado_fb,uf_resolvida,cidade_slug
5228,Santo Antônio do Caiuá,PR,PR,santo antonio do caiua
5229,Rio de Contas,BA,BA,rio de contas
5230,Piedade,SP,SP,piedade
5231,Tibagi,PR,PR,tibagi
5232,Couto de Magalhães de Minas,MG,MG,couto de magalhaes de minas
5233,Couto de Magalhães de Minas,MG,MG,couto de magalhaes de minas
5234,Guaratuba,PR,PR,guaratuba
5235,Linhares,ES,ES,linhares
5236,Almirante Tamandaré,PR,PR,almirante tamandare
5237,Colatina,ES,ES,colatina
5238,Colatina,ES,ES,colatina
5239,Santa Cruz do Escalvado,MG,MG,santa cruz do escalvado
5240,Caxias do Sul,RS,RS,caxias do sul
5241,Cambará do Sul,RS,RS,cambara do sul
5242,Antônio Prado,RS,RS,antonio prado
5243,Cambará do Sul,RS,RS,cambara do sul
5244,Córdoba/ Departamento de Cólon,,,cordoba departamento de colon
5245,Resplendor,MG,MG,resplendor
5246,Campos Novos,SC,SC,campos novos
5247,Caxias do Sul,RS,RS,caxias do sul
5248,Canela,RS,RS,canela
5249,São Francisco de Paula,RS,RS,sao francisco de paula
5250,Santana do Paraíso,MG,MG,santana do paraiso
5251,Caxias do Sul,RS,RS,caxias do sul
5252,Monte Belo do Sul,RS,RS,monte belo do sul
5253,Governador Valadares,MG,MG,governador valadares
5254,Monte Alegre dos Campos,RS,RS,monte alegre dos campos
5255,Linhares,ES,ES,linhares
5256,Linhares,ES,ES,linhares
5257,Linhares,ES,ES,linhares
5258,Linhares,ES,ES,linhares
5259,Aimorés,MG,MG,aimores
5260,Aracruz,ES,ES,aracruz
5261,Marliéria,MG,MG,marlieria
5262,São José do Goiabal,MG,MG,sao jose do goiabal
5263,Colatina,ES,ES,colatina
5264,Iapu,MG,MG,iapu
5265,Linhares,ES,ES,linhares
5266,Caratinga,MG,MG,caratinga
5267,Itueta,MG,MG,itueta
5268,Linhares,ES,ES,linhares
5269,Conselheiro Pena,MG,MG,conselheiro pena
5270,Rio Casca,MG,MG,rio casca
5271,Mariana,MG,MG,mariana
5272,Curitiba,PR,PR,curitiba
5273,Mato Verde,MG,MG,mato verde
5274,Grão Mogol,MG,MG,grao mogol
5275,Santana do Riacho,MG,MG,santana do riacho
5276,Mato Verde,MG,MG,mato verde
5277,Rio de Contas,BA,BA,rio de contas
5278,Botumirim,MG,MG,botumirim
5279,Linhares,ES,ES,linhares
5280,Mariana,MG,MG,mariana
5281,Mariana,MG,MG,mariana
5282,Mariana,MG,MG,mariana
5283,Barra Longa,MG,MG,barra longa
5284,Ponte Nova,MG,MG,ponte nova
5285,Timóteo,MG,MG,timoteo
5286,Ponte Nova,MG,MG,ponte nova
5287,Rio Doce,MG,MG,rio doce
5288,Caratinga,MG,MG,caratinga
5289,Rio Casca,MG,MG,rio casca
5290,Sem-Peixe,MG,MG,sem peixe
5291,Linhares,ES,ES,linhares
5292,Barra Longa,MG,MG,barra longa
5293,Tumiritinga,MG,MG,tumiritinga
5294,Barra Longa,MG,MG,barra longa
5295,Morretes,PR,PR,morretes
5296,Mariana,MG,MG,mariana
5297,Caxias do Sul,RS,RS,caxias do sul
5298,Monte Belo do Sul,RS,RS,monte belo do sul
5299,Ouro Preto,MG,MG,ouro preto
5300,Caxias do Sul,RS,RS,caxias do sul
5301,Santa Tereza,RS,RS,santa tereza
5302,Caxias do Sul,RS,RS,caxias do sul
5303,Itatiaia,RJ,RJ,itatiaia
5304,Tibagi,PR,PR,tibagi
5305,Campo Mourão,PR,PR,campo mourao
5306,Riacho dos Machados,MG,MG,riacho dos machados
5307,Itapoá,SC,SC,itapoa
5308,Tibagi,PR,PR,tibagi
5309,Morretes,PR,PR,morretes
5310,Castro,PR,PR,castro
5311,Campo Magro,PR,PR,campo magro
5312,Palhoça,SC,SC,palhoca
5313,Altamira,PA,PA,altamira
5314,São Mateus do Sul,PR,PR,sao mateus do sul
5315,Palmas,PR,PR,palmas
5316,São Mateus do Sul,PR,PR,sao mateus do sul
5317,Tapiraí,SP,SP,tapirai
5318,São João Batista do Glória,MG,MG,sao joao batista do gloria
5319,Piumhi,MG,MG,piumhi
5320,São Pedro da Aldeia,RJ,RJ,sao pedro da aldeia
5321,Cristália,MG,MG,cristalia
5322,Dep. Santo Tomé/ Prov. Corrientes,,,dep santo tome prov corrientes
5323,Prado,BA,BA,prado
5324,Delfinópolis,MG,MG,delfinopolis
5325,Altônia,PR,PR,altonia
5326,Guaraqueçaba,PR,PR,guaraquecaba
5327,Jundiaí do Sul,PR,PR,jundiai do sul
5328,Matinhos,PR,PR,matinhos
5329,Adrianópolis,PR,PR,adrianopolis
5330,"El Corozo, Estado Barinas",,,el corozo estado barinas
5331,Candói,PR,PR,candoi
5332,Guabiruba,SC,SC,guabiruba
5333,São João Batista do Glória,MG,MG,sao joao batista do gloria
5334,Jaguariaíva,PR,PR,jaguariaiva
5335,Tunas do Paraná,PR,PR,tunas do parana
5336,Venda Nova do Imigrante,ES,ES,venda nova do imigrante
5337,Delfinópolis,MG,MG,delfinopolis
5338,Turvo,PR,PR,turvo
5339,Barra da Estiva,BA,BA,barra da estiva
5340,Tibagi,PR,PR,tibagi
5341,Rio Brilhante,MS,MS,rio brilhante
5342,Guaratuba,PR,PR,guaratuba
5343,Valença,BA,BA,valenca
5344,Arapoti,PR,PR,arapoti
5345,Tibagi,PR,PR,tibagi
5346,Aquidauana,MS,MS,aquidauana
5347,Depto Paraguarí/ 35 Km N of Caapucu,,,depto paraguari 35 km n of caapucu
5348,Ilhéus,BA,BA,ilheus
5349,Mucugê,BA,BA,mucuge
5350,Guaratuba,PR,PR,guaratuba
5351,Viena,,,viena
5352,Três Marias,MG,MG,tres marias
5353,"Corrientes, Mburucuyá",,,corrientes mburucuya
5354,Venda Nova do Imigrante,ES,ES,venda nova do imigrante
5355,São José dos Pinhais,PR,PR,sao jose dos pinhais
5356,Arapoti,PR,PR,arapoti
5357,"Waitemata County, North Island",,,waitemata county north island
5358,Pereira Barreto,SP,SP,pereira barreto
5359,Balneário Camboriú,SC,SC,balneario camboriu
5360,"Región de Múrcia, costa del Mar Menor",,,region de murcia costa del mar menor
5361,União da Vitória,PR,PR,uniao da vitoria
5362,Buritizeiro,MG,MG,buritizeiro
5363,Matinhos,PR,PR,matinhos
5364,Delfinópolis,MG,MG,delfinopolis
5365,Perdizes,MG,MG,perdizes
5366,Bocaiúva do Sul,PR,PR,bocaiuva do sul
5367,Jaguariaíva,PR,PR,jaguariaiva
5368,Guaraqueçaba,PR,PR,guaraquecaba
5369,São José dos Pinhais,PR,PR,sao jose dos pinhais
5370,Palmeira,PR,PR,palmeira
5371,Campina Grande do Sul,PR,PR,campina grande do sul
5372,Guaraqueçaba,PR,PR,guaraquecaba
5373,São João d'Aliança,GO,GO,sao joao d alianca
5374,Porto Murtinho,MS,MS,porto murtinho
5375,Franco da Rocha,SP,SP,franco da rocha
5376,Caraguatatuba,SP,SP,caraguatatuba
5377,Paulo Frontin,PR,PR,paulo frontin
5378,Provincia de Hunan/Yizhang County,,,provincia de hunan yizhang county
5379,São Sebastião,SP,SP,sao sebastiao
5380,Tibagi,PR,PR,tibagi
5381,Ponta Grossa,PR,PR,ponta grossa
5382,Guarapuava,PR,PR,guarapuava
5383,São João do Triunfo,PR,PR,sao joao do triunfo
5384,Bocaiúva do Sul,PR,PR,bocaiuva do sul
5385,Rio Branco do Sul,PR,PR,rio branco do sul
5386,São José da Boa Vista,PR,PR,sao jose da boa vista
5387,São Miguel Arcanjo,SP,SP,sao miguel arcanjo
5388,Lindoeste,PR,PR,lindoeste
5389,Matinhos,PR,PR,matinhos
5390,Rio de Contas,BA,BA,rio de contas
5391,Rio de Janeiro,RJ,RJ,rio de janeiro
5392,Ubatuba,SP,SP,ubatuba
5393,Cocos,BA,BA,cocos
5394,Brasília,DF,DF,brasilia
5395,Nova Venécia,ES,ES,nova venecia
5396,Quatro Barras,PR,PR,quatro barras
5397,Garuva,SC,SC,garuva
5398,Guaraqueçaba,PR,PR,guaraquecaba
5399,Ponta Grossa,PR,PR,ponta grossa
5400,Itapoá,SC,SC,itapoa
5401,Santa Mariana,PR,PR,santa mariana
5402,Alfredo Chaves,ES,ES,alfredo chaves
5403,Cachoeiro de Itapemirim,ES,ES,cachoeiro de itapemirim
5404,Posse,GO,GO,posse
5405,Guarani de Goiás,GO,GO,guarani de goias
5406,Nova Roma,GO,GO,nova roma
5407,Mateiros,TO,TO,mateiros
5408,Monte Alegre de Goiás,GO,GO,monte alegre de goias
5409,Matinhos,PR,PR,matinhos
5410,Itapecerica da Serra,SP,SP,itapecerica da serra
5411,Bom Jesus,RS,RS,bom jesus
5412,Piraquara,PR,PR,piraquara
5413,Tunas do Paraná,PR,PR,tunas do parana
5414,Luiz Alves,SC,SC,luiz alves
5415,América Dourada,BA,BA,america dourada
5416,América Dourada,BA,BA,america dourada
5417,América Dourada,BA,BA,america dourada
5418,Paraty,RJ,RJ,paraty
5419,São Domingos,GO,GO,sao domingos
5420,Pirenópolis,GO,GO,pirenopolis
5421,Calakmul-Campeche,,,calakmul campeche
5422,Guarani de Goiás,GO,GO,guarani de goias
5423,Cocos,BA,BA,cocos
5424,Alto Paraíso de Goiás,GO,GO,alto paraiso de goias
5425,Alexânia,GO,GO,alexania
5426,Planaltina,GO,GO,planaltina
5427,Ponte Alta do Tocantins,TO,TO,ponte alta do tocantins
5428,Alto Paraíso de Goiás,GO,GO,alto paraiso de goias
5429,Campos Belos,GO,GO,campos belos
5430,Brasília,DF,DF,brasilia
5431,Brasília,DF,DF,brasilia
5432,Padre Bernardo,GO,GO,padre bernardo
5433,Brasília,DF,DF,brasilia
5434,Rio Paranaíba,MG,MG,rio paranaiba
5435,Formosa,GO,GO,formosa
5436,Formosa,GO,GO,formosa
5437,Abadiânia,GO,GO,abadiania
5438,Padre Bernardo,GO,GO,padre bernardo
5439,Morro do Chapéu,BA,BA,morro do chapeu
5440,América Dourada,BA,BA,america dourada
5441,América Dourada,BA,BA,america dourada
5442,Morro do Chapéu,BA,BA,morro do chapeu
5443,Morro do Chapéu,BA,BA,morro do chapeu
5444,Mateiros,TO,TO,mateiros
5445,Cambará do Sul,RS,RS,cambara do sul
5446,Itaara,RS,RS,itaara
5447,Garuva,SC,SC,garuva
5448,Lech,,,lech
5449,São José dos Ausentes,RS,RS,sao jose dos ausentes
5450,São Joaquim,SC,SC,sao joaquim
5451,Tapes,RS,RS,tapes
5452,Santo Antônio da Patrulha,RS,RS,santo antonio da patrulha
5453,São José dos Ausentes,RS,RS,sao jose dos ausentes
5454,Bom Jesus,RS,RS,bom jesus
5455,Cambará do Sul,RS,RS,cambara do sul
5456,Andaraí,BA,BA,andarai
5457,São Marcos,RS,RS,sao marcos
5458,São Vicente,SP,SP,sao vicente
5459,Campos Belos,GO,GO,campos belos
5460,Nova Roma,GO,GO,nova roma
5461,Cocalzinho de Goiás,GO,GO,cocalzinho de goias
5462,Posse,GO,GO,posse
5463,Monte Alegre de Goiás,GO,GO,monte alegre de goias
5464,Brazlândia,DF,DF,brazlandia
5465,Brasília,DF,DF,brasilia
5466,Viamão,RS,RS,viamao
5467,Porto Alegre,RS,RS,porto alegre
5468,Cristal,RS,RS,cristal
5469,Ortigueira,PR,PR,ortigueira
5470,Brazlândia,DF,DF,brazlandia
5471,Cristalina,GO,GO,cristalina
5472,Mateiros,TO,TO,mateiros
5473,São Félix do Tocantins,TO,TO,sao felix do tocantins
5474,Niquelândia,GO,GO,niquelandia
5475,São Miguel do Araguaia,GO,GO,sao miguel do araguaia
5476,Santo Antônio do Descoberto,GO,GO,santo antonio do descoberto
5477,Paraúna,GO,GO,parauna
5478,Nova Roma,GO,GO,nova roma
5479,Nova Roma,GO,GO,nova roma
5480,Nova Roma,GO,GO,nova roma
5481,Niquelândia,GO,GO,niquelandia
5482,Brasília,DF,DF,brasilia
5483,Brasília,DF,DF,brasilia
5484,Brasília,DF,DF,brasilia
5485,Corumbá de Goiás,GO,GO,corumba de goias
5486,Doverlândia,GO,GO,doverlandia
5487,Brasília,DF,DF,brasilia
5488,Alvorada do Norte,GO,GO,alvorada do norte
5489,Guarani de Goiás,GO,GO,guarani de goias
5490,Cocos,BA,BA,cocos
5491,Nova Venécia,ES,ES,nova venecia
5492,Cocalzinho de Goiás,GO,GO,cocalzinho de goias
5493,Alexânia,GO,GO,alexania
5494,Bento Gonçalves,RS,RS,bento goncalves
5495,Itatim,BA,BA,itatim
5496,Osório,RS,RS,osorio
5497,Santo Ângelo,RS,RS,santo angelo
5498,Palmeiras,BA,BA,palmeiras
5499,Morro do Chapéu,BA,BA,morro do chapeu
5500,Morro do Chapéu,BA,BA,morro do chapeu
5501,Torres,RS,RS,torres
5502,Andaraí,BA,BA,andarai
5503,Itatim,BA,BA,itatim
5504,Itacaré,BA,BA,itacare
5505,Mucugê,BA,BA,mucuge
5506,Osório,RS,RS,osorio
5507,Osório,RS,RS,osorio
5508,Garibaldi,RS,RS,garibaldi
5509,São Francisco de Paula,RS,RS,sao francisco de paula
5510,Santa Tereza,RS,RS,santa tereza
5511,Iaçu,BA,BA,iacu
5512,Campo Mourão,PR,PR,campo mourao
5513,Céu Azul,PR,PR,ceu azul
5514,Campo Mourão,PR,PR,campo mourao
5515,Umuarama,PR,PR,umuarama
5516,Prudentópolis,PR,PR,prudentopolis
5517,Guaraniaçu,PR,PR,guaraniacu
5518,Guaraniaçu,PR,PR,guaraniacu
5519,Campo Mourão,PR,PR,campo mourao
5520,Campo Mourão,PR,PR,campo mourao
5521,Campo Mourão,PR,PR,campo mourao
5522,Inácio Martins,PR,PR,inacio martins
5523,Inácio Martins,PR,PR,inacio martins
5524,Inácio Martins,PR,PR,inacio martins
5525,Nova Friburgo,RJ,RJ,nova friburgo
5526,Piraí do Sul,PR,PR,pirai do sul
5527,Cabo Frio,RJ,RJ,cabo frio
5528,Quatro Barras,PR,PR,quatro barras
5529,Morretes,PR,PR,morretes
5530,Alto Paraíso de Goiás,GO,GO,alto paraiso de goias
5531,Salinópolis,PA,PA,salinopolis
5532,Morretes,PR,PR,morretes
5533,Quatro Barras,PR,PR,quatro barras
5534,Torres,RS,RS,torres
5535,Campos do Jordão,SP,SP,campos do jordao
5536,Petrópolis,RJ,RJ,petropolis
5537,Campina Grande do Sul,PR,PR,campina grande do sul
5538,Guarapuava,PR,PR,guarapuava
5539,Morretes,PR,PR,morretes
5540,Adrianópolis,PR,PR,adrianopolis
5541,Pontal do Paraná,PR,PR,pontal do parana
5542,Colombo,PR,PR,colombo
5543,Campo Largo,PR,PR,campo largo
5544,Itaperuçu,PR,PR,itaperucu
5545,Campos do Jordão,SP,SP,campos do jordao
5546,Ipiranga,PR,PR,ipiranga
5547,Morretes,PR,PR,morretes
5548,Curitiba,PR,PR,curitiba
5549,São Joaquim,SC,SC,sao joaquim
5550,Candói,PR,PR,candoi
5551,Iretama,PR,PR,iretama
5552,Corumbá,MS,MS,corumba
5553,Campo Largo,PR,PR,campo largo
5554,Morretes,PR,PR,morretes
5555,Adrianópolis,PR,PR,adrianopolis
5556,São Francisco de Paula,RS,RS,sao francisco de paula
5557,Torres,RS,RS,torres
5558,Osório,RS,RS,osorio
5559,São Francisco de Paula,RS,RS,sao francisco de paula
5560,Vacaria,RS,RS,vacaria
5561,São Francisco de Paula,RS,RS,sao francisco de paula
5562,Piraquara,PR,PR,piraquara
5563,Carambeí,PR,PR,carambei
5564,Campo Mourão,PR,PR,campo mourao
5565,Campo Largo,PR,PR,campo largo
5566,Guapiara,SP,SP,guapiara
5567,Ribeirão Branco,SP,SP,ribeirao branco
5568,Piraí do Sul,PR,PR,pirai do sul
5569,Adrianópolis,PR,PR,adrianopolis
5570,Ponta Grossa,PR,PR,ponta grossa
5571,Tomazina,PR,PR,tomazina
5572,Curitiba,PR,PR,curitiba
5573,Porto Amazonas,PR,PR,porto amazonas
5574,Três Coroas,RS,RS,tres coroas
5575,Caxias do Sul,RS,RS,caxias do sul
5576,Bom Jesus,RS,RS,bom jesus
5577,Torres,RS,RS,torres
5578,Vacaria,RS,RS,vacaria
5579,Quilombo,SC,SC,quilombo
5580,Novo Cabrais,RS,RS,novo cabrais
5581,Osório,RS,RS,osorio
5582,São José do Norte,RS,RS,sao jose do norte
5583,Itati,RS,RS,itati
5584,Carlos Barbosa,RS,RS,carlos barbosa
5585,São Pedro do Sul,RS,RS,sao pedro do sul
5586,Cambará do Sul,RS,RS,cambara do sul
5587,Garibaldi,RS,RS,garibaldi
5588,Caxias do Sul,RS,RS,caxias do sul
5589,Ijuí,RS,RS,ijui
5590,Morrinhos do Sul,RS,RS,morrinhos do sul
5591,Esmeralda,RS,RS,esmeralda
5592,Cidreira,RS,RS,cidreira
5593,Osório,RS,RS,osorio
5594,Caxias do Sul,RS,RS,caxias do sul
5595,Alagoa,MG,MG,alagoa
5596,Palmeira,PR,PR,palmeira
5597,Ilhabela,SP,SP,ilhabela
5598,Ilhabela,SP,SP,ilhabela
5599,Caxias do Sul,RS,RS,caxias do sul
5600,Guarapuava,PR,PR,guarapuava
5601,São Francisco de Paula,RS,RS,sao francisco de paula
5602,Nova Petrópolis,RS,RS,nova petropolis
5603,Farroupilha,RS,RS,farroupilha
5604,Nonoai,RS,RS,nonoai
5605,Osório,RS,RS,osorio
5606,Sant'Ana do Livramento,RS,RS,sant ana do livramento
5607,Torres,RS,RS,torres
5608,Bom Jesus,RS,RS,bom jesus
5609,Palmas,PR,PR,palmas
5610,Sant'Ana do Livramento,RS,RS,sant ana do livramento
5611,Alcobaça,BA,BA,alcobaca
5612,Sant'Ana do Livramento,RS,RS,sant ana do livramento
5613,Ponta Grossa,PR,PR,ponta grossa
5614,Vereda,BA,BA,vereda
5615,São Joaquim,SC,SC,sao joaquim
5616,Ponta Grossa,PR,PR,ponta grossa
5617,Petrópolis,RJ,RJ,petropolis
5618,Guaraqueçaba,PR,PR,guaraquecaba
5619,Prudentópolis,PR,PR,prudentopolis
5620,Morretes,PR,PR,morretes
5621,Lapa,PR,PR,lapa
5622,Curitiba,PR,PR,curitiba
5623,Telêmaco Borba,PR,PR,telemaco borba
5624,Paranaguá,PR,PR,paranagua
5625,Castro,PR,PR,castro
5626,Maria Helena,PR,PR,maria helena
5627,Turvo,PR,PR,turvo
5628,Campina do Simão,PR,PR,campina do simao
5633,Belterra,PA,PA,belterra
5634,Petrópolis,RJ,RJ,petropolis
5635,Carolina,MA,MA,carolina
5636,Morretes,PR,PR,morretes
5637,Paranaguá,PR,PR,paranagua
5638,Paranaguá,PR,PR,paranagua
5639,Morretes,PR,PR,morretes
5640,Guaraqueçaba,PR,PR,guaraquecaba
5641,Oaxaca,,,oaxaca
5642,Farol,PR,PR,farol
5643,Farol,PR,PR,farol
5644,Farol,PR,PR,farol
5645,Santa Helena,PR,PR,santa helena
5646,Ronda Alta,RS,RS,ronda alta
5647,Santa Helena,PR,PR,santa helena
5648,São Manuel,SP,SP,sao manuel
5649,Santa Helena,PR,PR,santa helena
5650,Jundiaí,SP,SP,jundiai
5651,Santa Helena,PR,PR,santa helena
5652,Botucatu,SP,SP,botucatu
5653,Foz do Iguaçu,PR,PR,foz do iguacu
5654,Botucatu,SP,SP,botucatu
5655,Santa Helena,PR,PR,santa helena
5656,Bofete,SP,SP,bofete
5657,Bananal,SP,SP,bananal
5658,Santa Helena,PR,PR,santa helena
5659,Santa Helena,PR,PR,santa helena
5660,Santa Helena,PR,PR,santa helena
5661,Santa Helena,PR,PR,santa helena
5662,Sâo Manuel,SP,SP,sao manuel
5663,Botucatu,SP,SP,botucatu
5664,Botucatu,SP,SP,botucatu
5665,Botucatu,SP,SP,botucatu
5666,Botucatu,SP,SP,botucatu
5667,Botucatu,SP,SP,botucatu
5668,Santa Helena,PR,PR,santa helena
5669,Ronda Alta,RS,RS,ronda alta
5670,Santa Helena,PR,PR,santa helena
5671,Santa Helena,PR,PR,santa helena
5672,Santa Helena,PR,PR,santa helena
5673,Paranaguá,PR,PR,paranagua
5674,Toledo,PR,PR,toledo
5675,Campo Mourão,PR,PR,campo mourao
5676,Chapadão do Sul,MS,MS,chapadao do sul
5677,Curitiba,PR,PR,curitiba
5678,São José dos Pinhais,PR,PR,sao jose dos pinhais
5679,Jaguariaíva,PR,PR,jaguariaiva
5680,Jaguariaíva,PR,PR,jaguariaiva
5681,Curitiba,PR,PR,curitiba
5682,Mangueirinha,PR,PR,mangueirinha
5683,Ponta Porã,MS,MS,ponta pora
5684,Coronel Domingos Soares,PR,PR,coronel domingos soares
5685,Peabiru,PR,PR,peabiru
5686,Chapadão do Sul,MS,MS,chapadao do sul
5687,Cassilândia,MS,MS,cassilandia
5688,Piraquara,PR,PR,piraquara
5689,Jaguariaíva,PR,PR,jaguariaiva
5690,São José da Boa Vista,PR,PR,sao jose da boa vista
5691,Porto Amazonas,PR,PR,porto amazonas
5692,Porto Amazonas,PR,PR,porto amazonas
5693,São José dos Pinhais,PR,PR,sao jose dos pinhais
5694,Almirante Tamandaré,PR,PR,almirante tamandare
5695,Curitiba,PR,PR,curitiba
5696,Itapoá,SC,SC,itapoa
5697,Guaratuba,PR,PR,guaratuba
5698,Jaguariaíva,PR,PR,jaguariaiva
5699,Cassilândia,MS,MS,cassilandia
5700,Chapadão do Sul,MS,MS,chapadao do sul
5701,Piraí do Sul,PR,PR,pirai do sul
5702,Coronel Domingos Soares,PR,PR,coronel domingos soares
5703,Piraquara,PR,PR,piraquara
5704,Palmeira,PR,PR,palmeira
5705,Jaguariaíva,PR,PR,jaguariaiva
5706,São José da Boa Vista,PR,PR,sao jose da boa vista
5707,Castro,PR,PR,castro
5708,Palmeira,PR,PR,palmeira
5709,Teixeira Soares,PR,PR,teixeira soares
5710,Porto Amazonas,PR,PR,porto amazonas
5711,Lapa,PR,PR,lapa
5712,Colômbia,SP,SP,colombia
5713,Campo Largo,PR,PR,campo largo
5714,Araquari,SC,SC,araquari
5715,Teresópolis,RJ,RJ,teresopolis
5716,Marliéria,MG,MG,marlieria
5717,Toledo,PR,PR,toledo
5718,Cascavel,PR,PR,cascavel
5719,Marliéria,MG,MG,marlieria
5720,Marliéria,MG,MG,marlieria
5721,Marliéria,MG,MG,marlieria
5722,Matelândia,PR,PR,matelandia
5723,Nova Tebas,PR,PR,nova tebas
5724,Nova Tebas,PR,PR,nova tebas
5725,Fazenda Rio Grande,PR,PR,fazenda rio grande
5726,Fazenda Rio Grande,PR,PR,fazenda rio grande
5727,São José dos Pinhais,PR,PR,sao jose dos pinhais
5728,Morretes,PR,PR,morretes
5729,Lima Duarte,MG,MG,lima duarte
5730,Contenda,PR,PR,contenda
5731,Irati,PR,PR,irati
5732,Toledo,PR,PR,toledo
5733,São Miguel do Iguaçu,PR,PR,sao miguel do iguacu
5734,?,PR,PR,
5735,Cascavel,PR,PR,cascavel
5736,Ponta Porã,MS,MS,ponta pora
5737,Itaperuçu,PR,PR,itaperucu
5738,Campo Largo,PR,PR,campo largo
5739,São José dos Pinhais,PR,PR,sao jose dos pinhais
5740,Fazenda Rio Grande,PR,PR,fazenda rio grande
5741,Guapiara,SP,SP,guapiara
5742,Jacarezinho,PR,PR,jacarezinho
5743,Jacarezinho,PR,PR,jacarezinho
5744,Jacarezinho,PR,PR,jacarezinho
5745,Pindorama do Tocantins,TO,TO,pindorama do tocantins
5746,Miracema do Tocantins,TO,TO,miracema do tocantins
5747,Porto Nacional,TO,TO,porto nacional
5748,Palmas,TO,TO,palmas
5749,Miracema do Tocantins,TO,TO,miracema do tocantins
5750,Palmas,TO,TO,palmas
5751,Palmas,TO,TO,palmas
5752,Itapiratins,TO,TO,itapiratins
5753,Palmas,TO,TO,palmas
5754,Palmas,TO,TO,palmas
5755,Palmas,TO,TO,palmas
5756,Porto Nacional,TO,TO,porto nacional
5757,Paraíso do Tocantins,TO,TO,paraiso do tocantins
5758,Palmas,TO,TO,palmas
5759,Porto Nacional,TO,TO,porto nacional
5760,Porto Nacional,TO,TO,porto nacional
5761,Porto Nacional,TO,TO,porto nacional
5762,Porto Nacional,TO,TO,porto nacional
5763,Porto Nacional,TO,TO,porto nacional
5764,Porto Nacional,TO,TO,porto nacional
5765,Porto Nacional,TO,TO,porto nacional
5766,Palmas,TO,TO,palmas
5767,Paraíso do Tocantins,TO,TO,paraiso do tocantins
5768,Palmas,TO,TO,palmas
5769,Porto Nacional,TO,TO,porto nacional
5770,Peixe,TO,TO,peixe
5771,Porto Nacional,TO,TO,porto nacional
5772,Itapiratins,TO,TO,itapiratins
5773,Porto Nacional,TO,TO,porto nacional
5774,Lagoa da Confusão,TO,TO,lagoa da confusao
5775,Palmas,TO,TO,palmas
5776,Ipueiras,TO,TO,ipueiras
5777,Palmas,TO,TO,palmas
5778,Palmas,TO,TO,palmas
5779,Paraíso do Tocantins,TO,TO,paraiso do tocantins
5780,Brejinho de Nazaré,TO,TO,brejinho de nazare
5781,Porto Nacional,TO,TO,porto nacional
5782,Palmas,TO,TO,palmas
5783,Paraíso do Tocantins,TO,TO,paraiso do tocantins
5784,Tupiratins,TO,TO,tupiratins
5785,Miracema do Tocantins,TO,TO,miracema do tocantins
5786,Porto Nacional,TO,TO,porto nacional
5787,Guairaçá,PR,PR,guairaca
5788,Venezuela,,,venezuela
5789,Curitiba,PR,PR,curitiba
5790,São Paulo,SP,SP,sao paulo
5791,Serra do Navio,AP,AP,serra do navio
5792,Itaituba,PA,PA,itaituba
5793,Pedra Branca do Amapari,AP,AP,pedra branca do amapari
5794,Antonina,PR,PR,antonina
5795,Palmeira,PR,PR,palmeira
5796,Castelo,ES,ES,castelo
5797,Rio de Janeiro,RJ,RJ,rio de janeiro
5798,Castro,PR,PR,castro
5799,Curitiba,PR,PR,curitiba
5800,Santa Isabel do Rio Negro,AM,AM,santa isabel do rio negro
5801,Castelo,ES,ES,castelo
5802,Cerro Azul,PR,PR,cerro azul
5803,Londrina,PR,PR,londrina
5804,Castelo,ES,ES,castelo
5805,Darcinópolis,TO,TO,darcinopolis
5806,Carolina,MA,MA,carolina
5807,Darcinópolis,TO,TO,darcinopolis
5808,São Pedro do Paraná,PR,PR,sao pedro do parana
5809,Apiaí,SP,SP,apiai
5810,Ouro Preto,MG,MG,ouro preto
5811,Itaituba,PA,PA,itaituba
5812,Babaculândia,TO,TO,babaculandia
5813,Ouro Preto,MG,MG,ouro preto
5814,Cingapura,BT,BT,cingapura
5815,Piraquara,PR,PR,piraquara
5816,Itaituba,PA,PA,itaituba
5817,Belterra,PA,PA,belterra
5818,Santa Maria do Oeste,PR,PR,santa maria do oeste
5819,Mucugê,BA,BA,mucuge
5820,Antonina,PR,PR,antonina
5821,Antonina,PR,PR,antonina
5822,Antonina,PR,PR,antonina
5823,Itaituba,PA,PA,itaituba
5824,Pedra Branca do Amapari,AP,AP,pedra branca do amapari
5825,Piraquara,PR,PR,piraquara
5826,Guaratuba,PR,PR,guaratuba
5827,Matinhos,PR,PR,matinhos
5828,Guaraqueçaba,PR,PR,guaraquecaba
5829,Telêmaco Borba,PR,PR,telemaco borba
5830,São Bento do Sul,SC,SC,sao bento do sul
5831,São Bento do Sul,SC,SC,sao bento do sul
5832,Ilhota,SC,SC,ilhota
5833,Cachoeira Paulista,SP,SP,cachoeira paulista
5834,Muitos Capões,RS,RS,muitos capoes
5835,Garopaba,SC,SC,garopaba
5836,Nova Petrópolis,RS,RS,nova petropolis
5837,Muitos Capões,RS,RS,muitos capoes
5838,Itapoá,SC,SC,itapoa
5839,Nova Petrópolis,RS,RS,nova petropolis
5840,São Gabriel,RS,RS,sao gabriel
5841,São José do Brarreiro,SP,SP,sao jose do brarreiro
5842,Boa Nova,BA,BA,boa nova
5843,Rio de Contas,BA,BA,rio de contas
5844,Lagoa Real,BA,BA,lagoa real
5845,Guaratuba,PR,PR,guaratuba
